"","AF_A","AF_B","CO_A","CO_B"
"LOC104879761",0,3,0,6
"LOC100854592",0,1,0,0
"LOC100240854",52,80,39,27
"LOC104879760",21,23,0,1
"LOC100259615",2120,1897,1968,2284
"LOC104879783",1,0,0,1
"LOC104879782",3,1,1,1
"LOC100264797",3154,2845,3553,2823
"LOC100242506",6803,10456,516,266
"LOC100247639",1504,2184,87,22
"LOC100249365",744,904,326,292
"LOC100252749",1821,2584,323,280
"LOC100243577",1446,1508,733,832
"LOC100262320",104,103,39,56
"LOC100265903",5061,3527,6524,8319
"LOC100260692",1032,1081,671,880
"LOC100252094",1053,1042,1645,1632
"LOC100255621",3204,3068,1963,2336
"LOC100241824",0,0,0,0
"LOC100250437",47,58,0,0
"LOC100245310",772,1025,705,559
"LOC100264106",13,36,15,6
"LOC100258937",617,956,369,430
"LOC100253790",961,947,784,683
"LOC100267613",634,471,297,520
"LOC100262459",1779,1971,370,296
"LOC100257344",286,385,197,224
"LOC100251998",5078,3814,4751,6795
"LOC100243553",5956,4585,9767,12983
"LOC100260666",11464,8481,11881,10742
"LOC100246863",1895,1485,2876,3345
"LOC100255596",746,905,694,686
"LOC100241738",2222,2298,3484,4298
"LOC100264020",1224,1699,772,984
"LOC100258848",17658,18819,22455,30195
"LOC100253698",5788,5281,10665,11923
"LOC100248599",5330,5194,6933,8636
"LOC100243466",494,670,637,617
"LOC100260568",7696,7361,12940,18659
"LOC100250411",1089,1128,1237,1209
"LOC100255499",9671,10433,9377,8402
"LOC100250321",3713,1693,2961,4130
"LOC100267588",1351,871,1352,1794
"LOC100262435",421,279,392,443
"LOC100257320",77,66,117,135
"LOC109122876",3,12,2,2
"LOC100252190",215,281,106,98
"LOC100245197",5131,4661,8839,6514
"LOC100267498",1331,1714,644,460
"LOC100241933",1727,1338,2068,2069
"LOC100262341",710,941,836,968
"LOC100252111",2284,2481,2634,2638
"LOC100263994",25,32,20,15
"LOC100257232",12347,12737,18466,19988
"LOC100258827",5202,6337,7878,9232
"LOC100246971",906,1114,288,297
"LOC100253678",528,586,549,528
"LOC100248573",17,0,2,4
"LOC109122915",82,46,52,39
"LOC100258955",5343,7411,4936,4915
"LOC109122914",221,234,182,172
"LOC100250295",367,587,181,179
"LOC100253809",14575,24382,3278,3427
"LOC100245173",301,412,321,440
"LOC100248708",749,862,497,443
"LOC100267476",3441,3027,4515,4443
"MIR164A",21,20,0,2
"LOC100257212",314,459,82,73
"LOC104879788",7,17,1,3
"LOC100246950",562,660,720,784
"LOC100243572",2336,2958,2025,2268
"LOC100260685",37481,55285,23213,30550
"LOC100265898",3103,3446,2305,3203
"LOC100255615",1788,1873,1209,969
"LOC100250430",6153,9916,2554,2204
"LOC100854521",978,843,1065,1016
"LOC100855330",92,181,110,149
"LOC100854979",0,0,0,0
"LOC100258932",8,15,3,1
"LOC100245304",753,1088,121,94
"LOC100232904",3828,9249,196,54
"LOC100267606",23115,17954,29459,34465
"LOC100253785",0,0,0,0
"LOC100248688",3,0,0,0
"LOC100257335",2626,2146,3592,4206
"LOC104879789",20,19,108,101
"LOC100265874",1,2,0,0
"LOC100260660",2,4,0,0
"LOC100255591",0,1,0,0
"LOC100252208",7196,9123,557,479
"LOC100245280",101,160,116,104
"LOC100246855",25886,28823,21207,28668
"LOC100241730",5022,5734,5635,5359
"LOC100262427",1188,1021,908,799
"LOC100257315",141,142,95,102
"LOC100264013",2753,3357,2140,1852
"LOC100247060",500,609,323,290
"LOC100241925",1071,1070,1402,1492
"LOC100264209",22,49,13,18
"LOC100258821",0,1,0,0
"LOC100253672",10,4,2,11
"LOC100248567",834,1256,157,111
"LOC100258843",2191,2515,1898,1791
"LOC100243435",1099,1175,1270,1010
"LOC100265757",660,567,696,674
"LOC100253694",1841,2280,1978,2128
"LOC100248594",579,491,650,730
"LOC100260542",2,0,1,1
"LOC100255470",2,1,0,0
"LOC100243459",1105,1931,11,7
"LOC100265777",1569,2660,246,173
"LOC100260563",1802,929,1562,1858
"LOC100245167",785,1196,98,204
"LOC104879790",21,9,20,21
"LOC100262313",3657,271,1332,2272
"LOC100257206",298,103,423,636
"LOC104879838",0,0,0,0
"LOC100854991",115,174,49,48
"LOC100255493",3635,4347,3844,3323
"LOC100241817",47,45,27,18
"LOC100264096",1103,1263,986,865
"LOC104879791",116,151,13,14
"LOC104879792",12,3,0,0
"LOC100245192",404,643,19,29
"LOC100248684",1901,2034,1565,1652
"LOC100243543",161,319,24,21
"LOC100267493",2030,2198,1810,1639
"LOC100262334",1692,2453,305,201
"LOC100257226",1311,1522,670,844
"LOC104879793",558,481,530,431
"MYB12",276,231,62,75
"LOC100252105",2320,3142,1530,1392
"LOC100246965",1316,1266,2126,2698
"LOC104879839",1,4,0,0
"LOC100267577",2803,3990,189,219
"LOC100241835",5013,3772,2818,3982
"LOC100257310",217,365,193,148
"LOC100264117",943,1825,102,60
"LOC100252178",56,76,7,2
"LOC100258949",3,3,0,0
"LOC100253802",11641,12110,212,252
"LOC100248702",2482,2408,2429,3062
"LOC100243565",866,927,693,914
"LOC100265889",434,413,645,903
"LOC100260678",815,1058,159,232
"LOC100255608",1184,1287,1167,1317
"LOC104879794",0,0,0,0
"LOC100264203",1887,2327,903,911
"LOC100250421",589,844,581,737
"LOC100259026",0,2,3,1
"LOC100245295",2371,2067,2614,2861
"LOC100248563",1218,964,1339,1091
"LOC100267599",544,1287,229,248
"LOC100262446",3634,3645,2728,2125
"LOC100257331",2033,2314,1752,2217
"LOC100243431",3959,3455,5102,5024
"LOC100265753",7,9,9,2
"LOC100252201",1123,1187,546,561
"LOC100260535",342,448,184,165
"LOC100255466",928,837,708,502
"LOC100250283",4,2,1,1
"LOC100267467",0,4,0,2
"LOC100262306",1002,1030,1656,1802
"LOC100246849",6899,7266,6978,9517
"LOC100246939",2670,1770,4304,3682
"LOC100252076",63,35,118,190
"LOC104879796",1,8,5,15
"LOC100264089",1900,2376,2024,1953
"LOC100241725",6551,5571,8733,9103
"LOC100253777",126,137,178,159
"LOC100243538",360,406,266,301
"LOC100265864",6,14,0,0
"LOC100260653",3959,4184,3339,3016
"LOC100255579",4685,4366,5037,5260
"LOC100250396",3396,2750,4633,4025
"LOC100245269",940,253,1959,2656
"LOC104879798",457,386,523,476
"MIR403F",40,20,27,19
"LOC100855136",2,0,0,0
"LOC100264006",1681,1582,1695,1913
"LOC100262417",1500,1395,1468,1211
"LOC100258835",2181,2141,2371,2614
"LOC104879840",0,4,0,0
"LOC100247048",2,1,1,0
"LOC104879799",75,75,51,69
"LOC100264200",2659,2678,142,171
"LOC100253689",8416,7143,14693,17290
"LOC104879800",112,117,24,57
"LOC100248587",1664,1681,644,561
"LOC100243428",5147,5119,4104,4197
"LOC100265749",726,841,865,871
"LOC100243451",334,373,287,264
"LOC100260531",17,17,4,0
"LOC104879802",0,2,0,0
"LOC104879841",3,6,2,0
"LOC104879842",0,0,0,0
"LOC100252072",2,0,0,0
"LOC100246935",0,0,0,0
"LOC109121507",0,0,0,0
"LOC104879843",0,0,0,0
"LOC100264086",15,5,0,0
"LOC104879801",49,20,8,17
"LOC100265771",855,1075,804,621
"LOC104879803",917,1482,859,725
"LOC100248676",3,2,1,1
"LOC100265859",3,0,0,0
"LOC100260647",413,543,57,99
"LOC100260558",724,756,568,638
"LOC100255485",20696,2990,26354,37651
"LOC100250305",6209,978,10191,17250
"LOC100255574",1,4,0,0
"LOC104879804",1,7,0,8
"LOC100245186",741,685,591,575
"LOC100267487",6955,10149,4313,4960
"LOC100262411",714,1102,260,284
"LOC100262326",513,470,412,459
"LOC100257296",18,8,3,0
"LOC100257220",130,152,80,41
"LOC100252171",27,23,15,2
"LOC100247044",76,121,94,85
"LOC100852938",162,163,110,302
"LOC100253880",13,29,0,2
"LOC100252099",4005,5620,1597,1649
"LOC100246961",12690,15224,2381,2555
"LOC100241830",63,93,11,4
"LOC100264112",444,470,434,545
"LOC100248556",1316,1188,1155,1130
"LOC100243422",2,1,0,0
"LOC109122877",4,1,1,12
"LOC100258943",19279,23540,18687,21814
"LOC100253796",5049,4474,3312,3475
"LOC100250275",1,10,0,0
"LOC100245155",0,0,0,0
"LOC104879844",5,5,2,5
"LOC100262296",2944,2811,5034,6513
"LOC100248696",521,585,513,466
"LOC100257191",1213,1027,1382,1425
"LOC100252066",1397,2266,227,221
"METK5",8122,12540,1647,1488
"LOC100241804",12,29,11,1
"LOC100264081",11,15,3,7
"LOC100258912",8050,7882,7011,7151
"LOC100265884",1438,1576,1298,1428
"LOC100255602",1003,1403,318,291
"LOC100260673",375,503,179,182
"LOC100253767",3614,3306,3742,3404
"LOC100248670",5,1,8,12
"LOC100243527",6,6,2,4
"LOC100250416",3464,3327,4884,5419
"LOC100260641",1,0,0,0
"LOC100245290",0,0,0,0
"LOC100267594",49,75,57,44
"LOC100262441",1649,2227,1616,1232
"LOC100255567",803,659,980,1140
"LOC100250386",3877,4409,2426,2699
"LOC100257326",1181,1114,893,830
"LOC100267562",942,841,779,620
"LOC100252196",190,224,43,21
"LOC100247073",393,569,313,473
"LOC100262404",11454,12944,7280,9352
"LOC100252166",1011,870,949,828
"LOC100247039",128,96,156,84
"LOC100264193",51,35,42,14
"LOC100259014",492,499,275,248
"LOC100253874",146,243,86,71
"LOC104879806",98,142,86,44
"LOC100243415",870,1031,439,453
"LOC100241721",32,36,4,6
"LOC100265739",63,89,20,27
"LOC100264000",3824,3032,6271,6748
"LOC100258831",113,243,34,44
"LOC100260519",1078,1310,397,318
"LOC100255449",1076,926,1530,2035
"LOC100250268",1890,1571,2759,2942
"LOC100253683",10524,10123,9056,9955
"LOC100248579",2495,2809,2714,2806
"LOC100243446",1652,1420,1132,995
"LOC104879845",5,17,2,2
"LOC100265766",1072,1099,869,742
"LOC100267452",230,326,251,292
"LOC100260553",216,206,187,150
"LOC100257187",489,679,308,183
"LOC100255480",479,541,281,264
"LOC109122925",0,4,1,1
"MIR408",0,0,0,0
"LOC100250300",243,230,176,289
"LOC100252061",593,611,439,403
"LOC100241799",0,0,0,0
"LOC100245002",1,1,0,0
"LOC100253760",1079,778,1476,1981
"LOC104879810",64,94,2,13
"LOC104879811",644,601,687,661
"LOC100248665",132,124,298,279
"LOC100245180",1583,1315,1664,2184
"LOC104879813",2,0,2,0
"LOC104879812",4,1,1,0
"LOC100267480",10036,8179,10142,10905
"LOC109122895",21,19,18,50
"LOC104879814",267,245,92,70
"LOC109122878",0,0,0,0
"LOC104879846",1,0,0,0
"LOC100249721",1,1,0,0
"LOC104879848",0,0,0,0
"LOC100244659",2205,2270,2468,2911
"LOC100258338",1114,1290,997,925
"LOC100265237",339,304,354,230
"LOC104879849",1,0,0,1
"LOC100852782",1,9,2,0
"LOC100266980",3582,3222,3822,4901
"LOC100244655",451,516,365,330
"LOC100266975",2,5,0,0
"LOC100261792",34,51,11,13
"LOC100261796",1978,2332,1800,1837
"LOC100256697",1071,981,1291,1333
"LOC100251563",214,225,25,20
"LOC100855116",4468,4481,4670,5501
"LOC104879815",1,2,3,0
"LOC100263560",218,408,52,42
"LOC100258418",1314,1395,1692,1589
"LOC100247992",1405,1292,1755,1409
"LOC100242856",42,64,8,8
"LOC100265145",2,3,3,0
"LOC100249717",5,31,0,0
"LOC100244569",0,0,0,0
"LOC100251570",838,1066,747,854
"LOC100251467",0,0,0,0
"LOC100246321",3,9,7,6
"LOC100241203",10,12,10,6
"LOC100263477",9,4,20,28
"LOC100258333",131,195,151,149
"LOC100246426",142,127,446,627
"LOC100241302",41,43,287,429
"LOC100242942",0,0,0,0
"LOC100265232",0,0,0,0
"LOC100260028",2,0,0,0
"LOC100232948",11,40,0,0
"ADF",3218,3704,2835,3523
"LOC100254902",7,18,1,0
"LOC100260000",292,271,130,129
"LOC100265201",847,755,494,397
"MYB14",438,670,498,651
"LOC100248145",10047,12271,7463,7840
"LOC100253273",6303,9004,3654,3998
"LOC100852749",44,75,97,136
"LOC100258408",1947,1961,2851,2689
"LOC100263547",1543,2131,584,643
"LOC100253171",0,0,0,0
"LOC100241281",1,8,1,0
"LOC100246409",279,461,65,56
"LOC100258306",41,37,72,79
"LOC100263447",3691,3472,2577,2755
"LOC100251552",4894,4628,6173,5885
"LOC100256678",994,1312,714,682
"LOC100261778",2217,2267,2726,3108
"LOC109122932",9,13,5,5
"LOC100266964",2482,2142,2480,2606
"LOC100244642",2731,4396,1765,1468
"LOC100261673",1635,2067,1367,1773
"LOC104879851",0,0,0,0
"LOC104879852",0,0,0,0
"LOC100249789",886,1160,421,354
"LOC100249688",1055,1013,472,350
"LOC100254997",3,12,6,30
"LOC100260094",462,522,514,485
"LOC100243005",630,810,449,438
"LOC100248126",5608,6685,3944,3981
"LOC100254924",3540,3676,3125,3433
"LOC100253251",637,610,479,434
"LOC100260023",389,438,205,195
"LOC100258384",325,456,220,192
"LOC100263529",8,2,2,1
"LOC100265228",1537,1846,684,534
"LOC100242937",1104,1128,852,993
"LOC100246385",3494,2832,3342,3560
"LOC100251529",263,334,283,606
"LOC104879817",6,0,0,2
"LOC100256658",27,47,0,0
"LOC100266944",1025,1540,552,448
"LOC100254904",781,990,196,185
"LOC100248061",3244,3935,2661,2692
"LOC100265208",733,776,368,369
"LOC100242917",363,573,136,177
"LOC100253191",244,450,63,112
"LOC109122860",0,0,0,0
"LOC100258327",561,484,553,599
"LOC100258309",112,127,47,35
"LOC100263451",77,96,42,45
"LOC100241175",216,273,76,72
"LOC100246295",83,118,47,28
"LOC100251440",128,154,84,73
"LOC104879853",501,615,285,236
"LOC100264327",208,293,88,103
"LOC100266863",115,182,42,23
"LOC100244540",22,37,12,5
"LOC100249689",286,335,207,180
"LOC100254819",2346,2997,1623,1666
"LOC100265301",634,648,358,317
"LOC104879818",185,174,233,249
"LOC100248131",2486,3118,1838,1884
"LOC100253255",72,136,17,17
"LOC100258389",6,0,0,0
"LOC100246389",175,273,181,92
"LOC104879819",0,0,0,0
"LOC100251533",177,164,435,357
"LOC100263471",12986,13950,11826,12083
"LOC100256663",256,459,6,11
"LOC100260006",38,32,40,9
"LOC100253178",0,0,0,0
"LOC100263455",57,100,31,26
"LOC100241179",12,18,0,0
"LOC100246300",2,1,0,0
"LOC104879854",0,0,0,0
"LOC100266867",2,8,1,4
"LOC100241197",185,261,289,202
"LOC100244545",1358,1209,1291,1110
"LOC100246316",833,1556,64,34
"LOC100260103",206,256,126,133
"LOC100251462",14444,17396,11451,12898
"LOC109122879",0,0,0,0
"LOC100265305",142,142,192,222
"LOC100243013",1363,1370,1223,940
"LOC104879820",20,58,14,5
"LOC100256598",225,224,288,383
"LOC100261695",3585,3934,3206,3675
"LOC100232877",1212,1343,878,1095
"LOC100246394",17,17,2,6
"LOC100244562",6058,6471,6486,5655
"LOC100249710",7176,8152,8803,10591
"LOC104879822",34,38,17,18
"LOC104879823",29,37,23,19
"LOC104879821",0,0,0,0
"LOC100254834",6835,2711,5240,6815
"LOC100259944",573,395,165,213
"LOC100265138",719,738,726,813
"LOC100244630",4455,2296,2332,3679
"LOC109122934",27,42,0,9
"LOC100249779",248,348,115,96
"LOC100260011",123,178,66,61
"LOC100265217",117,192,183,118
"LOC100854532",3181,3450,2483,2391
"LOC104879855",47,43,104,124
"LOC100242849",2739,3087,2033,2010
"LOC100248050",0,0,0,0
"LOC100253184",8,4,1,0
"LOC100258320",2508,2278,2516,1999
"LOC100251450",436,700,221,208
"LOC100256585",6353,5446,6547,7669
"LOC100249696",39,50,4,2
"LOC109122933",3,3,0,0
"LOC100254826",101,133,88,45
"LOC100247988",5107,5544,6294,6978
"LOC100258397",2672,2261,3107,2891
"LOC100263538",7,26,18,44
"LOC100253278",864,954,834,1097
"LOC100258412",10688,9269,9770,11971
"LOC100241271",275,308,596,862
"LOC100246400",2153,1856,2355,2624
"LOC100251541",681,783,730,513
"LOC109122880",0,0,0,0
"LOC100256669",36,32,45,54
"LOC100261770",370,438,569,679
"LOC100853137",2,0,0,0
"LOC100263553",1609,1521,1827,2111
"LOC100265222",1757,2353,1069,851
"LOC100241287",5252,5755,3606,4746
"LOC100241187",361,294,512,499
"LOC100246307",353,567,20,19
"LOC109122918",19,34,12,27
"LOC100256590",1615,1731,1169,954
"LOC100261685",1,0,0,0
"LOC104879825",256,243,365,582
"LOC104879856",0,0,0,0
"LOC100853265",1,0,0,0
"LOC100259935",0,0,0,0
"LOC100246415",1,1,0,0
"LOC100265126",520,696,446,518
"LOC100243021",5,5,101,109
"LOC100248141",56,73,21,35
"LOC100251558",301,368,398,363
"LOC100253269",188,169,130,118
"LOC100256684",2650,3814,933,1146
"LOC104879826",101,146,58,24
"LOC100241277",4802,4384,5830,7139
"LOC100261783",982,1044,631,814
"LOC100232923",49,57,1,1
"LOC100244646",3348,3872,1915,2121
"LOC109122881",0,0,0,0
"LOC100261775",1320,1412,1054,843
"LOC100254930",1966,1895,1685,1471
"LOC100249785",57,51,314,348
"LOC109122904",0,0,0,0
"LOC109122909",0,0,0,0
"LOC109122907",0,0,0,0
"LOC100264869",728,813,482,501
"LOC100249357",332,360,265,242
"LOC100244194",13545,13580,13350,13901
"LOC100266538",28794,36250,6010,7569
"LOC104879827",139,45,0,0
"LOC100255543",607,232,37,33
"LOC100261331",49,16,2,0
"LOC109122906",0,0,0,0
"LOC109122908",0,0,0,0
"LOC109122865",7,1,1,1
"LOC100259580",0,0,0,0
"LOC104879859",1,1,0,0
"LOC104879858",0,0,0,0
"LOC100854233",8,3,4,3
"LOC100854320",10,14,1,0
"LOC100256241",384,475,452,483
"LOC100254567",2218,2956,852,551
"LOC100251082",134,227,10,0
"LOC104879861",2,5,9,1
"LOC104879828",8,2,15,12
"LOC100246047",316,354,829,1236
"LOC100240956",2081,1388,1685,1999
"LOC100245940",618,690,173,181
"LOC100240847",157,272,92,109
"LOC100263112",3214,2535,4215,4889
"LOC104879829",63,73,248,312
"LOC100240837",1219,1089,843,920
"LOC100257974",2226,2014,2774,3520
"LOC100252818",45,21,26,30
"LOC100254562",112,103,89,126
"LOC100244298",0,0,0,0
"LOC100240951",10,0,0,0
"LOC100263213",0,0,0,0
"LOC100258071",285,402,83,101
"LOC100252829",7105,7012,7068,9348
"LOC100247719",1830,1595,2275,3379
"LOC100242583",5436,5328,8171,7875
"LOC100245978",0,0,0,0
"LOC100251113",0,0,0,0
"LOC100853851",0,0,0,0
"LOC100853889",0,0,0,0
"LOC100241469",0,0,0,0
"LOC100263730",12,9,20,0
"LOC100253440",0,0,0,0
"LOC100855158",296,363,285,287
"LOC104879864",0,0,0,0
"LOC100256767",3,0,0,0
"LOC100243102",8,5,0,0
"LOC100265401",2,0,0,0
"LOC100852458",0,0,0,0
"LOC109122859",11,1,1,3
"LOC100251726",1,4,11,1
"LOC104879867",0,0,0,0
"LOC100241465",461,329,678,338
"LOC100263724",1,0,3,0
"LOC109122882",0,0,0,0
"LOC100244728",585,603,427,424
"LOC100853965",667,873,163,91
"LOC100251642",71,83,63,46
"LOC100258480",5,4,5,2
"LOC100253350",180,271,132,102
"LOC100852949",225,242,246,177
"LOC104879868",0,0,0,0
"LOC109122883",0,0,0,0
"LOC104879869",2,0,0,0
"LOC104879830",0,0,0,0
"LOC104879870",4,1,5,1
"LOC100258573",0,0,0,0
"LOC100248225",4262,7486,1488,1311
"LOC100243107",214,260,72,57
"LOC100854111",654,766,615,552
"LOC100854136",4492,5479,5148,6142
"LOC100260196",2938,3439,3482,3817
"LOC100255105",2695,2190,2578,3030
"LOC100249956",1396,2093,578,547
"LOC100258568",398,456,259,284
"LOC100248308",2,1,0,0
"LOC100244820",0,0,0,0
"LOC104879831",1,2,0,0
"LOC100267131",627,632,530,534
"LOC104879833",9,3,19,7
"LOC100261957",22828,27438,20091,21926
"LOC100263624",209,315,15,3
"LOC104879835",9,13,4,7
"LOC104879871",0,0,0,0
"LOC104879836",0,0,1,0
"LOC100260180",777,813,914,817
"LOC109121477",6,6,1,0
"LOC100853578",0,0,0,0
"LOC100853618",0,0,0,0
"LOC100256861",279,389,378,492
"LOC109122857",32,43,38,24
"LOC100261941",83,171,104,81
"LOC104879837",3,0,0,2
"LOC100265430",309,347,263,209
"LOC109122866",1,0,0,0
"LOC100250032",341,333,574,664
"LOC100267035",1043,1206,1060,1054
"LOC100251628",10,0,1,0
"LOC109122884",0,0,0,0
"LOC100241357",676,496,736,912
"LOC104879873",223,333,195,255
"LOC100853375",3,3,1,2
"LOC109122861",61,65,80,100
"LOC100853497",40,34,42,35
"LOC109122862",31,26,26,29
"LOC109122885",0,0,0,0
"LOC104879874",0,0,0,0
"LOC109122898",8,10,5,2
"LOC109122886",0,0,0,0
"LOC104879876",19,28,50,46
"LOC100853192",32,41,35,37
"LOC104879875",9,8,13,2
"LOC100266575",1523,1559,1366,1460
"LOC100248546",14,22,13,8
"LOC100250063",225,329,267,308
"LOC104879877",0,0,0,0
"LOC104879878",0,0,0,0
"LOC104879887",0,0,0,0
"LOC104879888",2,0,0,0
"LOC104879889",22,15,36,30
"LOC100265512",12,5,0,6
"LOC104877409",0,1,2,0
"LOC104879890",0,0,0,0
"LOC100263838",6,5,4,4
"LOC100253540",364,390,414,363
"LOC100243307",15,18,8,0
"LOC104879881",1118,1053,1114,869
"LOC104879882",9,1,0,0
"LOC100260404",2,1,9,5
"LOC100251935",847,881,832,706
"LOC100246803",3624,3552,4310,4620
"LOC100262163",1297,1502,1129,1083
"LOC100241672",514,622,243,194
"LOC100253638",363,550,351,307
"LOC100248534",41,97,11,5
"LOC100854792",77,51,36,75
"LOC100854708",1174,1559,809,1022
"LOC100854822",35,45,20,20
"LOC100265486",1333,1183,985,1213
"LOC100255192",0,0,0,0
"LOC100854603",2,8,1,2
"LOC104879892",0,3,0,0
"LOC100259393",39,48,73,52
"LOC100264566",194,207,110,96
"LOC100855061",1840,826,2385,3447
"LOC100855249",0,0,0,0
"LOC109122902",0,0,1,0
"LOC100854992",0,0,0,0
"LOC100855028",3,26,2,2
"LOC104879893",1,2,1,0
"LOC100254928",959,556,653,767
"LOC100855184",1137,1247,927,982
"LOC100249107",8,1,3,3
"LOC109121384",194,215,138,80
"LOC100253561",724,771,473,265
"MIR2950",20,26,0,0
"LOC100855283",2797,3350,45,52
"LOC100855319",81,89,4,6
"LOC100250982",436,544,262,300
"LOC100852514",1223,1391,1290,1300
"LOC100263895",382,352,447,348
"LOC100267202",96,107,4,5
"LOC109122901",65,39,0,1
"LOC109121519",0,0,0,0
"LOC100265476",180,148,18,15
"LOC109122869",98,95,50,72
"LOC100248291",2891,3263,2353,2050
"LOC100253417",141,329,108,116
"LOC100258552",2362,1550,2565,2972
"LOC100240828",549,686,331,253
"LOC104879898",15,10,6,11
"LOC109122896",7,8,1,1
"LOC109122864",2,2,3,4
"LOC100855417",511,598,388,365
"LOC100251177",1527,1822,1511,1765
"LOC100240825",38,44,10,17
"LOC100263088",0,0,0,0
"LOC100246034",94,129,15,24
"LOC100252804",896,1070,1037,1096
"LOC100243049",5261,7126,2562,1793
"LOC100852962",855,930,706,617
"LOC100240941",1115,955,974,925
"LOC100244283",320,392,39,32
"LOC104879902",6,6,0,0
"LOC100853252",313,290,216,126
"LOC100264286",440,447,68,52
"LOC104879900",30,37,4,8
"LOC109122911",3,4,0,0
"LOC109122910",0,0,0,0
"LOC100853053",383,482,98,68
"LOC100246286",11,6,3,6
"LOC109122887",0,1,0,0
"LOC109122888",0,2,1,0
"LOC104879903",1,3,0,1
"LOC100258874",5833,6651,363,291
"LOC100246132",162,243,82,59
"LOC100251274",105,96,52,31
"LOC100261064",222,160,438,233
"LOC109122889",3,6,0,1
"LOC100262838",2857,3079,1729,1685
"LOC100247473",3647,3394,3441,3334
"LOC100242338",1187,959,1016,1149
"LOC100257717",4614,4506,5202,6415
"LOC100853603",1196,741,1063,1019
"LOC100242628",2585,1886,1872,2385
"LOC100264912",9166,11457,6930,7451
"LOC109122890",13,15,13,16
"LOC100249503",20,15,6,6
"LOC100854306",181,136,86,61
"LOC100265845",7729,8807,6776,10082
"LOC100248830",818,856,860,959
"LOC100263482",1369,1045,1219,1305
"LOC104879905",68,49,46,10
"LOC100853966",20141,23018,22579,17730
"LOC104879906",8,26,2,1
"LOC100241208",1824,1558,1985,1940
"LOC109122926",20,15,17,4
"LOC100254070",2106,1478,2390,1832
"LOC109122922",6,1,8,2
"LOC100251922",772,773,152,205
"LOC100854068",4607,4737,841,633
"LOC100260285",693,1391,54,28
"LOC100255212",368,523,173,282
"LOC100854522",136,355,141,112
"LOC100245763",2721,3401,1029,681
"LOC104879908",132,69,101,135
"LOC100262935",216,247,282,255
"LOC100854812",153,167,72,131
"LOC100241361",3259,3211,4408,4749
