"","AF_A","AF_B","CO_A","CO_B"
"LOC100262152",3736,2623,4607,6395
"LOC100243366",45,43,17,19
"LOC100248492",2010,2627,261,240
"LOC100253596",95,119,32,19
"LOC100246752",6,24,5,5
"LOC100267319",3453,3214,3845,4705
"LOC100251886",27,25,17,20
"LOC100245008",523,527,463,430
"LOC100257018",17,13,34,23
"LOC109124365",2,1,1,5
"LOC100250141",7,8,13,16
"LOC100255310",4523,5163,5269,4784
"LOC100260390",2761,1798,4093,5735
"LOC104882379",0,0,0,0
"LOC100243265",730,1334,96,15
"LOC100253504",620,751,215,119
"LOC100258648",0,0,0,0
"LOC100265604",17190,17292,19323,22014
"LOC100263796",1297,1293,1197,1252
"LOC100241526",484,506,409,292
"LOC100243296",14792,11957,21437,25093
"LOC100854053",0,0,0,0
"LOC100256924",1220,1199,1050,1133
"LOC100248419",1,10,8,9
"LOC100253525",620,637,786,876
"LOC100265693",0,0,0,0
"LOC100258672",608,822,302,327
"LOC100241632",3054,3821,2427,2959
"LOC100263823",7840,8358,7303,6766
"LOC100241554",284,175,329,445
"CALS10",4831,5402,3314,2996
"LOC104882269",0,2,0,0
"LOC109124322",26,20,15,26
"LOC100246682",1732,2016,1668,1878
"LOC100251794",1434,1703,436,580
"LOC100251822",534,780,279,290
"LOC104882266",273,381,65,46
"LOC100245103",58,67,79,83
"LOC100250227",440,458,928,918
"LOC109121447",19,40,17,26
"LOC100256953",1967,2405,1457,1472
"LOC100244377",814,877,880,942
"LOC100241088",146,132,131,115
"LOC100263356",5415,3967,7090,8665
"LOC100256409",1526,1413,1731,1460
"LOC100251251",803,774,664,608
"LOC100258219",6429,8217,7366,7255
"LOC100253088",1145,1344,899,970
"LOC100247962",252,348,190,170
"LOC100242823",1185,1688,745,598
"LOC100263271",0,0,0,0
"LOC104882265",0,0,0,0
"LOC100265024",88,71,51,35
"LOC100233024",97162,86130,91943,110393
"LOC109124313",0,0,0,0
"LOC100242391",791,752,540,464
"LOC100259511",15211,19588,11962,12947
"LOC100262899",2987,2864,3922,3511
"LOC100268046",0,1,0,0
"LOC100256014",1461,1529,1267,1299
"LOC100264685",1002,811,373,251
"LOC100242398",71,112,33,52
"LOC100247535",19,5,10,15
"LOC109124314",0,0,0,0
"LOC100250713",0,0,0,0
"LOC100255885",30,29,40,80
"LOC100260962",0,0,0,0
"LOC100853910",0,0,0,0
"LOC104882424",0,1,0,0
"LOC100853945",0,0,0,0
"LOC100245994",0,0,0,0
"LOC100853982",0,0,0,0
"LOC100854292",0,0,0,0
"LOC100246827",40,36,48,92
"LOC100854356",0,0,0,0
"LOC100854390",2,0,0,0
"LOC109124328",0,0,0,0
"LOC104882420",0,0,0,1
"LOC104882421",0,0,0,0
"LOC104882425",0,0,0,0
"LOC100250188",10,27,26,28
"LOC100260323",24,37,8,1
"LOC100255247",1779,1504,1532,1452
"LOC100245056",2208,2645,1707,1551
"LOC104882422",73,85,15,8
"LOC104882423",9,7,5,10
"LOC100262191",0,0,0,0
"LOC100263982",0,0,0,0
"LOC100258195",2,0,0,0
"LOC100254710",0,0,2,0
"LOC100256406",698,920,483,347
"LOC104882436",0,1,0,0
"LOC100252983",0,0,0,0
"LOC100258116",0,0,0,0
"LOC109124315",0,0,0,0
"LOC100263251",714,787,387,398
"LOC109124316",2,3,2,0
"LOC100246088",81,82,56,72
"LOC100261494",2536,2990,1818,2031
"LOC104882429",4,0,0,2
"LOC100261650",4923,5632,3039,3061
"LOC104882437",0,0,0,0
"LOC100266699",1142,1034,1319,1271
"LOC100244372",3429,3261,2665,2915
"LOC100261478",144,173,129,139
"LOC100249683",704,843,434,289
"LOC109124317",0,0,0,0
"LOC100258202",0,0,0,0
"LOC100266762",639,721,720,702
"LOC100259918",19,25,12,13
"LOC104882431",0,1,2,0
"LOC104882439",0,0,0,0
"LOC104882440",0,0,0,0
"LOC109124318",0,0,0,0
"LOC104882441",1,2,0,3
"LOC100259914",6,1,0,0
"LOC100242813",16,19,22,22
"LOC100246194",5107,5130,2185,2068
"LOC100265105",929,1015,781,698
"LOC100244455",5,3,0,3
"LOC100242819",11954,16387,9874,10390
"LOC100254727",238,283,277,237
"LOC100259837",0,0,0,0
"LOC100853289",0,0,0,0
"LOC100251168",91,129,43,37
"LOC100256320",10820,12433,6944,5555
"LOC100252799",140,63,2,2
"LOC100263084",28,23,14,17
"LOC100240822",16,12,0,0
"LOC109124319",0,0,0,0
"LOC100266514",31,42,8,2
"LOC100240946",531,632,286,338
"LOC100246039",688,735,584,721
"LOC100251182",1846,1839,556,540
"LOC109124290",9,5,5,3
"LOC100246030",381,411,253,223
"LOC100853650",0,0,0,0
"LOC100853688",13,7,7,7
"LOC100257953",1305,967,892,974
"LOC109124282",88,120,219,135
"LOC104882433",8,7,7,17
"LOC100256333",412,391,484,539
"LOC100264734",294,396,92,107
"LOC100261426",12606,12974,2520,1591
"LOC104882443",1,0,0,0
"LOC100261419",0,0,0,0
"LOC100266630",5533,4571,9220,8497
"LOC104882446",0,0,0,0
"LOC104882447",4,14,0,1
"LOC109121956",0,0,0,0
"LOC109121957",0,0,0,0
"LOC104877931",250,257,191,194
"LOC109121955",7,0,2,7
"LOC100260795",19816,19940,21306,31359
"LOC100257550",359,263,413,474
"LOC104877934",0,0,0,0
"LOC100243782",26,65,16,9
"LOC100259161",1531,1603,1110,1117
"LOC100265999",9645,5476,5117,6439
"LOC100243690",323,430,191,132
"LOC100854679",10,31,4,1
"LOC100257447",264,383,128,99
"LOC100262570",1565,2099,2016,1908
"LOC100254704",1293,1297,856,869
"LOC100259812",4327,3651,3917,4410
"LOC100263323",527,860,166,141
"LOC100265002",2457,2348,1332,1272
"LOC100246165",1216,1154,1316,1611
"LOC100242715",4809,4793,1674,1221
"LOC100261549",5368,6293,4264,3921
"LOC100266746",9142,6388,9516,9688
"LOC100247858",3691,6838,229,334
"LOC100252976",2661,2785,2896,3371
"LOC100249580",600,587,557,623
"LOC100258108",4077,4829,486,382
"LOC100254697",246,390,268,288
"LOC100259801",3344,3226,3182,2420
"LOC100264995",118,146,8,6
"LOC100263245",1405,1721,902,824
"LOC100240987",639,973,95,114
"LOC100246080",3629,1605,4001,4554
"LOC100247851",1293,1646,216,146
"LOC100252968",13,19,4,6
"LOC100258099",5,0,8,0
"LOC100263237",4,3,0,1
"LOC100240978",10933,9636,10213,9888
"LOC100261635",2698,2997,1937,1692
"LOC100256544",102,198,60,48
"LOC100261642",12,7,4,3
"LOC100251226",3798,4032,2330,3051
"LOC100244507",974,1472,904,978
"LOC100266834",2190,2081,1565,1527
"LOC100244512",15705,14486,19070,26126
"LOC100249662",10387,13888,5923,6199
"LOC104882451",84,98,35,53
"LOC100259892",310,224,211,276
"LOC100254782",1587,3083,32,28
"LOC100265075",2427,2953,2074,1965
"LOC104882450",2,10,10,12
"LOC100242785",663,591,897,721
"LOC100259899",845,629,1094,1628
"LOC100265082",6712,4475,2963,1952
"LOC100242793",1241,1790,249,239
"LOC100247939",1870,1820,1580,1652
"LOC100253060",142,167,57,74
"LOC100258188",2474,2393,3074,2808
"LOC100258194",1426,1471,1695,2135
"LOC100263326",117,160,26,13
"LOC100263332",5772,5858,4131,4568
"LOC100241063",1214,1365,973,834
"LOC104882449",36,81,1,0
"LOC100246169",74,132,42,50
"LOC109121586",9,22,7,13
"LOC100246177",957,832,615,707
"LOC100251317",1640,1925,589,609
"LOC100251307",1095,1585,1557,1322
"LOC100256459",585,1127,992,889
"LOC100852473",2569,3136,1872,2171
"LOC104882448",11,31,3,5
"LOC100244427",247,246,191,171
"LOC100249582",71,102,31,31
"HT6",5711,5323,4099,3922
"LOC100261560",770,864,792,905
"LOC100266753",725,959,682,817
"LOC100244433",580,658,403,457
"LOC100249589",5831,6496,4748,4747
"LOC100254701",239,271,106,80
"LOC100259807",20,32,1,1
"LOC100254706",1274,1971,566,435
"LOC100264998",3,0,0,0
"LOC100242710",1937,2773,1053,931
"LOC100259814",6073,5577,6792,9295
"LOC100247854",484,488,394,293
"LOC100252971",1466,2276,24,20
"LOC100258104",546,788,334,213
"LOC100265005",3354,3865,3406,4271
"LOC100242718",1246,1405,664,636
"LOC100247861",1876,2668,1297,1182
"LOC100252979",1737,1710,1693,1841
"LOC100240993",300,367,207,185
"LOC100263247",1216,1078,895,1051
"LOC100240982",2779,2519,2796,2916
"LOC100258111",513,501,341,419
"LOC100251396",161,295,6,12
"LOC100251229",768,883,467,519
"LOC100256540",376,297,236,200
"LOC100256548",74,73,94,94
"LOC100246082",46089,46580,56213,76502
"LOC100266830",401,454,130,92
"LOC100261645",126,92,42,50
"LOC100244510",1852,2169,1369,1232
"LOC100249660",8,9,2,0
"LOC100266837",676,859,376,333
"LOC100259897",1783,1456,1164,982
"LOC100242789",2822,2755,2612,2616
"LOC109121682",20,34,3,2
"LOC100253057",1563,1741,2184,2394
"LOC100258191",1,0,0,0
"LOC100244516",2167,2688,2259,3389
"LOC100249666",9728,3550,6392,8084
"LOC100254787",2474,3528,2057,1782
"LOC100259903",2999,3035,2280,2691
"LOC100263329",553,574,618,464
"LOC100265086",849,814,258,255
"LOC100242797",1332,1401,1480,2086
"LOC100241061",165,153,382,525
"LOC100247942",319,302,296,248
"LOC100246174",6,2,0,3
"LOC100261556",443,211,495,315
"LOC109121589",0,0,0,0
"LOC100244431",1597,1653,1055,793
"LOC100252239",49,84,25,18
"LOC100264304",417,804,22,30
"LOC100242020",1081,1239,948,931
"LOC100257371",9889,8074,7857,9424
"LOC100262486",982,888,901,773
"LOC100247161",1722,2207,986,881
"LOC100267646",2939,2413,3873,4187
"LOC100252277",3453,2569,3729,4559
"LOC100257408",2113,2044,1373,1329
"LOC100262535",1517,1400,2057,2324
"LOC100267694",115,162,37,56
"LOC100245335",16,3,3,0
"LOC100250689",404,546,186,186
"LOC100245381",3889,3059,4317,4166
"LOC100250509",6240,5375,8769,9185
"LOC109121662",7,2,0,1
"LOC100255687",1103,819,696,1116
"LOC100255869",106,107,168,251
"LOC100260759",3597,4434,1566,1830
"LOC100265969",423,489,136,103
"LOC100243654",10607,11397,2674,2303
"LOC104882587",5,7,2,0
"LOC100260938",12,21,10,3
"LOC100266142",1,5,0,0
"LOC100243824",133,201,228,209
"LOC100248789",727,708,869,988
"LOC100254126",91469,91917,101200,180516
"LOC100248971",10,6,3,2
"LOC100264420",766,1110,1307,1234
"LOC100259248",0,0,0,0
"LOC100242135",1300,1349,1156,1231
"LOC100264373",0,0,0,0
"LOC100247271",240,222,280,380
"LOC100252389",4487,7385,187,81
"LOC100257518",13421,14248,13370,15470
"LOC100262653",2463,1678,2024,2444
"LOC100242087",1187,1176,1052,1089
"LOC100267810",1810,2459,1423,1091
"LOC109121641",6,14,3,4
"LOC100245496",819,1038,162,139
"MIR394B",188,166,195,193
"LOC100257481",1426,1055,1724,2187
"LOC100262605",203,230,177,173
"LOC100267766",2794,2683,2459,2269
"LOC100250576",303,274,120,108
"LOC100250620",336,480,213,308
"LOC100255757",5,6,3,0
"LOC100260830",63,118,23,24
"LOC100266033",1089,1044,1422,1247
"LOC109121397",316,394,210,154
"LOC100260869",1686,2035,3531,4519
"LOC104882454",378,268,236,222
"LOC100253953",85,126,29,17
"LOC109121653",2,0,0,4
"LOC100232922",3,4,0,0
"LOC100243759",1401,1311,1539,1968
"LOC100248911",4983,6402,1563,1722
"LOC100241982",279,395,149,117
"LOC100252243",160,192,65,62
"LOC100254003",5350,7573,2059,2043
"LOC100259132",494,527,573,897
"LOC104882455",146,365,211,231
"LOC100264310",7293,7387,9025,8746
"LOC100242024",749,733,775,819
"LOC100267650",710,906,402,490
"LOC100247165",607,693,1084,1367
"LOC100245339",360,350,341,236
"LOC100252283",1160,1420,720,604
"LOC100852977",357,442,360,331
"LOC104882456",180,288,115,81
"LOC100260943",166,189,408,376
"LOC100257413",2377,3088,2400,2168
"LOC100262541",23732,14036,12386,14147
"LOC104882588",14,26,3,2
"LOC100267702",476,503,320,571
"LOC100248977",247,226,122,134
"LOC100854733",360,461,144,178
"LOC100254082",15883,16880,13944,13576
"LOC100259199",5800,2729,5665,7305
"LOC100255691",2275,2430,2927,3185
"LOC100245385",60,136,6,5
"LOC100250514",0,4,3,0
"LOC104882457",31,41,20,18
"LOC100260765",5226,5492,5871,6941
"LOC100252353",93,192,5,5
"LOC100257487",0,0,0,0
"LOC109121590",3,11,2,0
"LOC100255763",0,0,0,0
"LOC100260836",1,0,0,0
"LOC100265973",8808,9231,6239,4947
"LOC100259095",65,63,8,4
"LOC100852995",0,0,3,0
"LOC100247126",577,638,386,364
"LOC100252247",0,0,0,0
"LOC100262500",1,2,0,0
"LOC100267658",110,154,3,6
"LOC100245343",79,181,0,0
"LOC104882460",378,581,227,209
"LOC109121584",29,35,41,27
"LOC100241993",1414,1248,1313,1805
"LOC100247132",1978,2170,2454,2665
"LOC100243658",677,619,552,554
"LOC100248795",571,904,258,216
"LOC100253886",4,19,1,0
"LOC100259254",1800,1995,1541,1435
"LOC100257388",298,281,194,189
"NDHM",371,269,337,385
"LOC100262507",2085,1845,2172,2112
"LOC100267665",676,836,1370,1045
"LOC100242138",222,280,312,308
"LOC100245350",1760,2160,1242,1000
"MADS9",3,0,0,0
"LOC100250482",1566,1748,1510,1289
"LOC100255662",3155,3187,2105,1877
"LOC100260958",693,810,432,402
"LOC100266161",912,736,971,997
"LOC100252394",1,0,0,0
"LOC100243841",29,26,38,20
"LOC100248990",2770,2744,2112,1912
"LOC100259211",255,259,169,167
"LOC100264391",399,1328,57,71
"LOC100853821",1089,1119,531,427
"LOC104882461",44,71,83,87
"LOC100252363",817,1018,475,318
"LOC100262657",13582,17989,4486,3930
"LOC100854416",557,813,748,727
"LOC100267814",3236,3193,7490,7754
"LOC100250590",481,891,5,10
"LOC100255774",9,14,0,2
"LOC100245502",1420,1518,1462,1876
"LOC104882462",208,275,836,1291
"LOC100266052",2,1,0,0
"LOC100248879",0,0,0,0
"LOC100253973",2495,2303,1915,1592
"LOC100264280",873,1089,655,518
"LOC100262510",12,13,50,63
"LOC100250625",4827,7287,3463,3387
"LOC100854126",37,53,30,42
"LOC100255807",9073,9527,6803,9014
"LOC100260874",1292,1410,1065,955
"LOC100266082",3054,2847,3089,3079
"LOC100248995",647,768,591,381
"LOC100243763",6442,7002,515,453
"LOC100248915",1067,1437,833,807
"LOC100254009",6451,6861,5937,6668
"LOC100254101",730,930,164,158
"LOC100259138",13229,13717,8485,8116
"LOC100259216",249,241,62,64
"LOC100264314",1816,1946,618,701
"LOC100264396",1253,1661,2550,2051
"LOC100242108",3659,4503,1844,1677
"LOC100247171",2892,2001,3724,4179
"LOC100242031",463,621,612,659
"LOC100252288",6788,7296,6416,6894
"LOC100257421",2485,2251,2531,3017
"LOC100262547",1781,847,2067,3651
"LOC100247245",1894,2204,2203,2414
"LOC100267707",388,434,172,224
"LOC100252368",544,1082,92,50
"LOC100245393",2586,3017,2904,3971
"LOC100250521",1028,1129,1094,1189
"LOC100262628",42,63,24,15
"LOC104882465",166,117,81,33
"LOC109121704",6,16,2,0
"LOC100260772",100,109,20,22
"LOC100265978",1338,1637,881,824
"LOC100250597",506,530,466,430
"LOC100255781",1542,1596,1180,1178
"LOC100260849",646,911,565,610
"LOC100243662",3718,3389,3072,2976
"LOC100248801",6020,9937,213,90
"LOC104882466",403,471,311,289
"LOC100253893",1900,3606,330,265
"LOC104882467",11,4,6,6
"LOC100253978",1209,1338,906,755
"LOC100259029",2293,2337,2593,2954
"LOC100259114",1567,1815,849,977
"LOC100264430",408,396,383,338
"LOC100242142",501,575,44,14
"LOC100264284",6,4,3,5
"LOC100242002",125,197,12,2
"LOC100247142",567,830,281,203
"LOC100247281",1355,1493,1065,968
"LOC100252402",14365,15453,13029,17094
"LOC100257526",1199,1408,897,867
"LOC100853357",364,439,21,29
"LOC100252259",1339,1525,788,573
"LOC109121696",1,3,0,0
"LOC100262515",237,162,496,501
"LOC100245359",1616,1353,2402,2646
"LOC104882468",1308,1748,649,568
"LOC100250491",19,15,16,11
"MIR171G",0,0,0,0
"LOC100262661",1225,1116,1145,1365
"LOC100855011",372,452,260,303
"LOC100260740",4356,4727,9947,11355
"LOC100265950",346,392,345,415
"LOC104882469",69,139,38,14
"LOC100267819",6598,7965,3482,3495
"LOC100245509",3,8,0,2
"LOC100250629",5834,5078,5510,8266
"FLS1",367,341,1008,1238
"LOC100232939",0,0,0,0
"LOC100243852",39,71,10,7
"LOC100249002",6,2,2,0
"LOC100254107",332,451,141,139
"LOC100266087",2329,2958,596,729
"LOC100243769",3284,4836,4369,2374
"LOC100259225",39,45,8,5
"LOC100264401",6325,5777,9172,13121
"LOC100242116",599,958,1075,876
"LOC100247249",55,74,30,18
"LOC100257501",887,807,1062,1079
"LOC100262634",1010,1678,1101,859
"LOC100267791",609,559,761,828
"LOC100248922",2386,2188,2263,2583
"LOC100245477",2030,2339,1577,1970
"LOC100250604",3033,2987,1679,1643
"MIR394C",1,4,7,2
"LOC100855348",102,87,31,53
"LOC100254016",1179,1648,727,917
"LOC104882590",59,63,41,39
"LOC100259145",94,76,111,197
"LOC100264320",4647,5513,6360,6493
"LOC104882472",19,15,2,7
"LOC100259117",673,713,759,745
"LOC100264291",2864,2658,2032,1742
"LOC100262519",1713,1693,1494,1815
"LOC100242038",6370,5537,9053,11753
"LOC100245365",3502,3020,4928,5032
"LOC100247177",3097,2820,3383,3516
"LOC100853421",133,150,13,15
"LOC100252293",367,500,330,339
"LOC100257428",1322,1783,285,277
"LOC100262554",11914,12288,3789,5037
"LOC100255673",1189,1272,831,814
"LOC100260744",483,576,328,451
"LOC104882474",27,27,1,2
"LOC100265954",177,205,141,111
"LOC100249007",72,72,17,35
"LOC104882475",0,0,0,0
"LOC100267713",3032,2816,4939,3854
"LOC100245399",323,299,185,309
"LOC100259231",16,29,17,13
"LOC100264408",893,1025,1177,1175
"LOC100250529",329,341,475,622
"LOC100255706",1267,1376,1626,1665
"LOC100242121",0,0,0,0
"LOC100247254",14643,12379,19076,29229
"LOC100260778",3763,2600,5496,6058
"LOC100265983",978,1034,992,921
"LOC100252377",209,170,231,177
"LOC100257505",1260,1865,174,86
"LOC100262638",611,690,350,311
"LOC100267796",585,1112,234,226
"LOC100255792",1071,1418,497,485
"LOC100243670",894,914,1452,1506
"LOC100248808",1693,1541,1937,1915
"LOC100260859",18,41,3,5
"LOC104882477",16,21,7,11
"LOC100253901",572,892,259,212
"LOC100248897",5576,5418,8946,10252
"LOC100253991",1211,1539,1096,1077
"LOC100259038",255,97,17,28
"LOC100852940",0,0,0,0
"LOC109121591",7,4,0,0
"LOC104882592",3,0,0,0
"LOC104882593",3,2,0,0
"LOC100242012",0,0,0,0
"LOC104882479",1185,1137,585,613
"LOC100247155",1398,1451,1097,1146
"LOC100252269",316,414,148,111
"LOC100233023",227,411,144,201
"LOC109121687",49,112,23,19
"LOC109121688",4,8,0,0
"LOC109121573",0,0,0,0
"LOC100242149",576,621,804,761
"LOC100247288",10345,9708,5865,5421
"LOC100252409",327,415,370,327
"LOC100257534",93,135,46,46
"LOC100854472",9808,12593,3685,3925
"LOC100245371",658,1174,131,141
"LOC100250501",1220,1453,1681,1557
"LOC100255680",3371,3626,2722,2223
"LOC100260752",1377,1216,1515,1374
"LOC100265962",306,523,218,194
"LOC100262668",5920,8504,1793,934
"LOC100267825",8905,10126,7392,8404
"LOC100245515",9258,12707,3517,3310
"LOC100250637",2369,2380,2456,2414
"LOC100243648",29,44,5,4
"LOC104882481",3,16,0,0
"LOC100254118",682,879,866,1307
"LOC104882482",1061,944,890,884
"LOC100264413",270,509,393,505
"LOC100242128",211,253,91,89
"LOC104882483",1183,1453,731,572
"LOC100255818",853,600,1597,1584
"LOC100252381",664,670,573,672
"LOC100260886",3919,6690,1825,1510
"LOC100257510",15,31,8,5
"LOC100266093",3228,4465,1584,975
"LOC109121642",168,132,737,785
"LOC100243776",8138,8519,8413,11505
"LOC100232961",3129,2809,1023,1097
"LOC100262645",2105,1265,4490,4109
"LOC100267801",346,415,349,293
"LOC100250613",437,342,776,967
"LOC100255796",1083,1302,835,566
"LOC100260863",491,642,343,314
"LOC100266070",98,71,30,54
"LOC100243754",2,0,0,1
"LOC100254022",3546,3574,4682,4650
"LOC100259151",472,585,262,301
"LOC109121672",472,593,226,201
"LOC100242043",370,580,119,110
"LOC100247183",11122,12314,8548,9405
"LOC100264326",3632,4001,3246,3675
"LOC100248904",1485,1430,1357,1409
"LOC100252301",4958,2830,2284,2721
"LOC100257435",2348,2140,1753,1837
"LOC100262559",6395,6144,4791,4451
"LOC104882487",4,2,6,6
"LOC100253997",152,190,5,9
"LOC100264302",1,0,0,0
"LOC104882594",0,0,0,0
"LOC100267717",559,648,84,44
"LOC100245403",494,611,50,34
"LOC109121485",419,377,195,196
"LOC100255713",2465,3227,14,11
"LOC100260784",1248,1412,19,16
"LOC100260758",47,44,48,54
"LOC100265988",181,219,80,85
"LOC100265968",1064,1151,172,268
"LOC100243675",361,471,284,450
"LOC100248812",1538,3562,906,1478
"LOC100253906",253,652,74,63
"LOC100259041",22384,28890,131,120
"LOC100264214",16809,21052,105,101
"LOC100242154",4577,5681,46,61
"LOC100259247",1100,1201,819,930
"LOC100247293",1107,2082,244,170
"LOC100233115",12552,15396,11084,10103
"LOC100242134",1340,1661,1020,786
"LOC100257541",13440,15495,11506,14953
"LOC100247269",0,3,0,1
"LOC100232851",4265,4086,3719,4122
"LOC100252387",23,35,5,3
"LOC100257548",21300,28331,17313,20903
"LOC100257517",1006,965,867,1040
"LOC100245520",600,974,53,45
"LOC104882489",566,764,151,130
"LOC100267809",2945,2900,4030,5905
"LOC100245494",197,306,19,27
"LOC100250642",1441,2365,1066,1037
"LOC100255823",1190,1548,762,502
"LOC100250619",262,259,128,109
"LOC104882491",0,1,0,0
"LOC100260892",1131,1230,689,631
"LOC100255802",5361,3368,5326,5898
"LOC100266097",13653,23489,1537,2388
"LOC100243780",234,266,360,350
"LOC100248931",573,568,476,430
"LOC100266077",263,369,158,177
"LOC100254028",3919,5263,561,523
"LOC100854240",23,42,33,14
"LOC100259155",846,968,201,209
"LOC100259131",305,368,94,93
"LOC100264331",82,34,9,0
"LOC100242023",1111,1712,134,212
"LOC100242048",872,458,497,616
"LOC100247186",562,788,151,110
"LOC100232945",132,176,103,20
"LOC100257440",733,925,249,154
"LOC109121407",50,54,35,8
"LOC109121705",0,0,0,0
"LOC100267701",0,0,0,0
"LOC104882493",48,77,36,67
"LOC100262565",1436,686,1493,2134
"LOC100267723",2590,1587,2364,3431
"LOC100245407",4413,2270,4085,4783
"LOC100259253",677,665,1196,1593
"LOC109121644",0,0,0,0
"LOC104882595",0,0,2,0
"LOC109121592",0,0,0,0
"LOC100252393",877,658,900,943
"LOC100257522",3,4,9,8
"LOC100250537",1717,1664,1462,1243
"LOC109121708",60,60,117,141
"LOC100255718",1193,1176,1501,1204
"LOC100260787",914,809,1452,1759
"LOC100265992",8173,8961,1953,1700
"LOC100267813",1516,1801,772,797
"LOC100245501",6787,6730,6582,6277
"LOC100233038",2710,3359,2130,1771
"LOC100248818",4086,4544,2223,2373
"LOC100253910",2260,2988,329,273
"LOC100259046",92,144,95,83
"LOC100264219",568,625,294,368
"LOC100255806",3170,2918,4039,4140
"LOC100241943",15731,16581,10589,12355
"LOC100247298",1575,1878,143,142
"LOC100252419",1528,1911,1487,1696
"LOC100854545",30519,30458,36220,40793
"LOC109121689",36,24,21,84
"LOC100243762",247,283,178,163
"LOC100248914",249,250,281,341
"LOC100854887",959,1167,810,774
"LOC100262681",5332,6228,4786,4708
"LOC100254008",1807,2491,849,666
"LOC100267834",2691,2839,3223,4030
"LOC100259137",402,407,353,369
"LOC100245527",28080,39288,727,760
"LOC100854825",9,4,0,0
"LOC100252287",11667,13342,226,84
"LOC100250647",588,733,315,303
"LOC100257420",2207,2331,2089,1850
"LOC100255831",3024,3767,3881,4399
"LOC100245391",1130,986,1535,2210
"LOC100854963",0,0,0,0
"LOC100854998",15,12,7,6
"LOC104882497",719,567,608,768
"LOC100250519",471,427,315,339
"LOC100255697",261,276,332,495
"LOC100260770",983,997,697,850
"LOC100260900",2100,2076,3044,3025
"LOC104882498",1799,1552,1843,2108
"LOC100253892",1050,1292,665,531
"LOC104882499",47,28,54,59
"LOC100259028",1311,2099,870,850
"LOC100264429",570,621,486,291
"LOC100247280",914,1767,130,88
"LOC100252401",272,487,14,18
"LOC109121681",0,3,3,0
"LOC100262660",2287,2338,2349,1751
"LOC100855091",2653,2742,2322,3302
"LOC100267818",93,185,95,73
"LOC100245507",642,658,652,593
"LOC100256291",2676,2196,2195,2205
"LOC100260880",1009,958,765,733
"LOC100266086",201,232,49,19
"LOC100243767",1613,1655,2397,2252
"LOC100243781",792,742,901,837
"LOC100248920",447,742,273,280
"LOC100248933",10240,10641,14632,19398
"LOC100254015",2590,2974,2769,1741
"LOC100259143",2379,2113,3218,2263
"LOC104882597",190,166,108,174
"LOC100242037",1575,1823,1920,1674
"LOC100257426",5250,4806,4056,4629
"LOC100254031",2618,2332,1853,1875
"LOC100262552",1427,1243,1308,1478
"LOC100267712",547,607,633,782
"LOC100259159",551,863,725,795
"LOC100264337",1355,1179,657,736
"LOC100852848",1051,955,600,677
"LOC100250527",259,508,37,44
"LOC100255704",10268,10332,9913,9323
"LOC104882501",208,198,117,117
"LOC100242052",2067,2370,1545,1539
"LOC100243668",1171,1046,742,970
"LOC100247189",463,553,290,146
"LOC100252312",1525,1438,1363,1640
"LOC100257445",405,657,405,507
"LOC100262568",752,858,980,1006
"LOC104882504",278,233,192,241
"LOC100253898",26,7,8,5
"LOC100267729",1863,2118,2928,2835
"LOC100259035",203,307,12,5
"LOC100242147",1,2,0,0
"LOC100247286",1,0,0,0
"LOC100245411",3084,2484,2486,2787
"LOC100252407",117,164,85,75
"CIPK17",1376,1191,1051,1286
"LOC100255721",10704,11069,7712,7334
"LOC100260793",1433,1556,632,563
"LOC100265997",2006,2342,1292,1381
"LOC104882506",52,70,13,10
"LOC100250635",1135,1743,292,208
"LOC100243687",27,65,32,42
"LOC100232909",7333,8938,3040,3724
"LOC100253915",2728,2592,1951,1820
"LOC100259052",1756,2741,353,275
"LOC100264226",3015,3334,2421,2891
"LOC100266091",2238,1917,2344,2283
"LOC100248926",1651,1745,1309,1140
"LOC104882598",2,1,0,0
"LOC100259149",188,284,85,89
"LOC100264324",1315,1279,1707,1415
"LOC100247181",62,128,50,44
"VVSUC11",3451,3150,4080,4287
"LOC109121675",2,7,0,6
"LOC109121676",7006,6713,6981,4817
"LOC100257433",122,175,60,47
"LOC100247081",25567,41343,10053,9358
"LOC100252425",1676,1237,1330,1521
"LOC100257555",3068,4095,2879,2807
"LOC100267715",2270,2565,1803,1210
"LOC100245401",5200,5275,7822,9078
"LOC100262687",92,148,72,122
"LOC100267838",2552,2190,2283,2469
"LOC100245533",4346,4750,456,321
"LOC100250651",871,1311,132,87
"LOC104882510",1039,1186,529,540
"LOC109121451",0,0,0,0
"LOC100253904",993,1187,1272,1269
"LOC100255834",9054,11130,13966,12707
"LOC100259040",523,466,679,632
"LOC100260903",844,735,651,730
"LOC109121713",0,7,0,0
"LOC100266106",6,2,0,0
"LOC104882599",140,164,52,63
"LOC100853539",88,63,92,27
"LOC100262671",369,436,202,183
"LOC100267828",513,850,444,469
"LOC104882511",12,9,1,1
"LOC100250639",5,3,0,0
"LOC100243785",723,1007,497,323
"LOC100248937",1988,2004,3064,4569
"LOC100254037",1299,1872,347,216
"LOC100259164",851,984,450,554
"LOC100264342",624,939,286,282
"LOC100242055",6308,7632,622,493
"LOC100247194",1631,2364,664,512
"LOC100252316",4850,5508,2769,1644
"LOC100257450",2135,2452,1516,1688
"LOC100255821",1281,1333,1028,922
