"","Row.names","A1_A","A1_B","F1_A","F1_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1296","LOC100260919",3248.20216225074,3634.96743755563,10182.6815195065,10492.8016095022,6889.66318220378,1.58677648983355,0.224740408144306,7.06048593101548,1.65921345245564e-12,3.3111843065077e-11
"1297","LOC100260920",29.790909467295,43.7110049883705,393.475983774842,545.506447312189,253.121086385674,3.67526070245901,0.404160208705957,9.09357384346786,9.58359198288113e-20,3.78749580211467e-18
"1298","LOC100260936",3394.17761864048,2777.63568062463,6225.06827866007,7363.84022045653,4940.18044959543,1.13866321469846,0.246553625932265,4.61831867364742,3.86861822882062e-06,2.77140756021922e-05
"1299","LOC100260940",2665.29336700733,2443.84255162253,6183.33597735061,5049.66077457294,4085.53316763835,1.13659173599756,0.241315264549049,4.70998690497899,2.47732707822897e-06,1.8470686251169e-05
"1300","LOC100260943",116.184546922451,114.244672128696,375.590711785077,453.098251319414,264.779545538909,1.84650685274228,0.339786063752361,5.43432191523907,5.50052001620905e-08,5.59395655440148e-07
"1301","LOC100260977",1239.30183383947,836.469686368362,4345.12746729138,3569.14236565644,2497.51033828891,1.93080749180579,0.2858951987357,6.75354990340622,1.44270850091539e-11,2.55471163771249e-10
"1302","LOC100261012",684.19788743221,728.18560582899,1592.78283331079,1232.10927990367,1059.31890161891,1.0000645617119,0.269666208898518,3.70852753779116,0.000208467991823035,0.000996090765679851
"1303","LOC100261017",12.9093941024945,37.7504133990472,126.190530150013,108.306380249597,71.2891794752878,2.21068233733243,0.635602726568613,3.47808819082179,0.000505003744914383,0.00215911909302821
"1304","LOC100261040",12.9093941024945,6.95402352087712,52.662189747643,51.66909883467,31.0486765514212,2.39296083646415,0.803480084580625,2.9782453633722,0.00289903804957944,0.00991280799002889
"1305","LOC100261053",160.870911123393,157.955677117066,764.098564451651,587.239180986346,417.541083419614,2.08354432033786,0.31443218855709,6.62637095107569,3.4403996749158e-11,5.77206671064272e-10
"1306","LOC100261067",3432.90580094797,3845.57500704505,8011.60822519331,9424.64235474702,6178.68284698334,1.26038100526003,0.235280438803713,5.35693069797239,8.46475690649879e-08,8.30763006908512e-07
"1307","LOC100261075",560.069097985147,593.078863137663,2810.96858105815,2508.93220302965,1618.26218630265,2.20582234737685,0.243824187149039,9.0467741251139,1.47254217944144e-19,5.69647278493155e-18
"1308","LOC100261077",445.870611693849,763.94915536493,4797.22739814378,2776.22042584746,2195.81689776251,2.64616039311623,0.357826619312725,7.39509094711482,1.41311521017898e-13,3.15846950755114e-12
"1309","LOC100261084",3614.63034869847,2770.68165710376,6222.08739999511,7009.1119842262,4904.12784750588,1.05111473078654,0.251683567030256,4.17633436775067,2.96244270204854e-05,0.00017399269312236
"1310","LOC100261105",2402.14033337956,3258.45673549671,7923.17549146614,7505.93024225187,5272.42570064857,1.44662907960087,0.254545550161688,5.68318353505678,1.32210252462109e-08,1.48523636478766e-07
"1311","LOC100261188",911.601829699228,1060.98530289954,2567.53015675301,2378.76581942692,1729.72077719468,1.32626053065129,0.245205937805568,5.40876188611274,6.34619374933411e-08,6.3639099432505e-07
"1312","LOC100261203",111.219395344568,134.113310759773,466.010697955558,330.880959845098,260.556090976249,1.6996476340012,0.364842755005438,4.65857581295773,3.18404544194124e-06,2.32487325263484e-05
